1,0,1,0,1,1,1,0	84672	(6, 3, 0, 2)
1,0,1,0,1,1,1,0	27648	(10, 3, 0, 0)
0,1,1,1,0,1,1,1	453789	(0, 3, 0, 5)
0,1,1,1,0,1,1,1	984375	(0, 2, 6, 1)
1,2,0,1,1,1,0,0	3176523	(0, 3, 0, 6)
1,2,0,1,1,1,0,0	1653372	(2, 10, 0, 1)
3,1,0,1,2,0,0,0	22235661	(0, 3, 0, 7)
1,0,1,2,2,1,0,1	155649627	(0, 3, 0, 8)
1,0,1,2,2,1,0,1	514596726	(1, 7, 0, 6)
1,0,1,2,2,1,0,1	455196672	(14, 4, 0, 3)
2,2,0,0,2,2,1,0	7626831723	(0, 3, 0, 10)
2,2,0,0,2,2,1,0	2176782336	(12, 12, 0, 0)
1,2,3,1,0,4,0,0	373714754427	(0, 3, 0, 12)
4,1,0,1,0,3,2,3	897289125379227	(0, 3, 0, 16)
2,3,2,1,2,2,1,1	43967167143582123	(0, 3, 0, 18)
2,1,2,1,2,3,4,1	738956178182184741261	(0, 3, 0, 23)
5,2,1,2,1,4,3,2	5172693247275293188827	(0, 3, 0, 24)
4,3,2,3,5,0,1,3	253461969116489366252523	(0, 3, 0, 26)
2,4,2,3,4,5,2,0	1774233783815425563767661	(0, 3, 0, 27)
12,2,3,8,7,7,5,2	5712865572665485574218692768267324259831625227227	(0, 3, 0, 56)
0,0,0,0,0,0,1,0	81	(0, 4, 0, 0)
0,0,0,0,0,0,1,0	18	(1, 2, 0, 0)
0,0,0,0,0,0,1,0	8	(3, 0, 0, 0)
0,0,0,1,1,1,0,0	567	(0, 4, 0, 1)
0,0,0,1,1,1,0,0	756	(2, 3, 0, 1)
0,0,0,1,1,1,0,0	576	(6, 2, 0, 0)
0,0,0,1,1,1,0,0	675	(0, 3, 2, 0)
0,1,0,0,1,0,0,2	3969	(0, 4, 0, 2)
1,1,0,0,0,2,1,0	27783	(0, 4, 0, 3)
1,1,0,0,0,2,1,0	78732	(2, 9, 0, 0)
1,1,0,0,0,2,1,0	73728	(13, 2, 0, 0)
0,0,2,0,0,0,1,1	194481	(0, 4, 0, 4)
0,2,0,0,2,1,0,0	1361367	(0, 4, 0, 5)
1,0,0,2,1,0,0,3	9529569	(0, 4, 0, 6)
0,0,2,0,2,0,3,1	466948881	(0, 4, 0, 8)
0,0,2,0,2,0,3,1	896168448	(9, 6, 0, 4)
2,1,1,0,3,1,1,0	3268642167	(0, 4, 0, 9)
3,1,2,0,1,0,1,0	1121144263281	(0, 4, 0, 12)
1,2,0,0,4,3,2,1	2691867376137681	(0, 4, 0, 16)
4,3,3,4,3,1,3,0	2216868534546554223783	(0, 4, 0, 23)
1,1,1,0,0,0,0,0	243	(0, 5, 0, 0)
1,1,1,0,0,0,0,0	324	(2, 4, 0, 0)
1,1,1,0,0,0,0,0	432	(4, 3, 0, 0)
0,2,1,0,0,0,1,1	83349	(0, 5, 0, 3)
0,2,2,1,0,0,1,0	583443	(0, 5, 0, 4)
1,5,2,0,1,1,2,1	3363432789843	(0, 5, 0, 12)
0,1,3,2,3,1,0,2	1153657446916149	(0, 5, 0, 15)
3,3,5,3,3,2,1,3	46554239225477638699443	(0, 5, 0, 24)
1,0,0,0,0,1,0,1	729	(0, 6, 0, 0)
1,0,0,0,0,1,0,1	972	(2, 5, 0, 0)
1,0,0,0,0,1,0,1	1792	(8, 0, 0, 1)
1,1,0,1,0,1,0,0	35721	(0, 6, 0, 2)
1,1,0,1,0,1,0,0	31752	(3, 4, 0, 2)
1,0,0,1,2,1,1,0	85766121	(0, 6, 0, 6)
1,0,0,1,2,1,1,0	75866112	(13, 3, 0, 3)
0,0,4,1,1,2,0,1	1441471195647	(0, 6, 0, 11)
2,2,0,1,1,4,2,0	1187113512876717321	(0, 6, 0, 18)
3,2,3,1,3,1,6,0	6843473166145212888818121	(0, 6, 0, 26)
5,1,8,3,4,3,2,4	94722477544952681665418494214169321	(0, 6, 0, 38)
1,0,0,0,0,1,1,0	2187	(0, 7, 0, 0)
1,0,0,0,0,1,1,0	1728	(6, 3, 0, 0)
2,2,0,1,1,1,1,1	257298363	(0, 7, 0, 6)
2,2,0,1,1,1,1,1	227598336	(13, 4, 0, 3)
0,3,0,1,3,3,0,1	617773369563	(0, 7, 0, 10)
1,2,4,1,1,0,1,1	4324413586941	(0, 7, 0, 11)
3,5,3,5,3,2,2,4	49293537215743968438156925563	(0, 7, 0, 30)
3,6,5,6,2,2,3,2	2415383323571454453469689352587	(0, 7, 0, 32)
0,0,0,1,2,0,0,0	6561	(0, 8, 0, 0)
0,0,0,1,2,0,0,0	6615	(0, 3, 1, 2)
1,0,1,1,0,1,0,1	45927	(0, 8, 0, 1)
1,1,1,0,0,0,1,1	321489	(0, 8, 0, 2)
1,1,1,0,0,0,1,1	314928	(4, 9, 0, 0)
1,0,0,2,1,1,0,1	15752961	(0, 8, 0, 4)
1,0,0,2,1,1,0,1	16595712	(8, 3, 0, 4)
2,2,0,1,1,1,2,1	37822859361	(0, 8, 0, 8)
3,4,1,1,0,2,2,1	74788151311233191223	(0, 8, 0, 19)
3,2,2,5,1,1,4,5	25652335899752984589489	(0, 8, 0, 22)
3,2,2,2,1,6,2,2	8798751213615273714194727	(0, 8, 0, 25)
0,1,0,0,1,0,1,1	19683	(0, 9, 0, 0)
0,1,0,0,0,2,1,0	137781	(0, 9, 0, 1)
0,0,2,0,2,1,0,1	964467	(0, 9, 0, 2)
0,0,2,0,2,1,0,1	746496	(10, 6, 0, 0)
0,0,2,0,2,1,0,1	497664	(11, 5, 0, 0)
1,0,0,1,2,1,0,1	6751269	(0, 9, 0, 3)
1,1,1,1,0,1,3,0	47258883	(0, 9, 0, 4)
2,1,0,2,2,1,1,0	2315685267	(0, 9, 0, 6)
2,1,0,2,2,1,1,0	1632586752	(10, 13, 0, 0)
4,1,1,0,1,1,2,3	38919722282469	(0, 9, 0, 11)
1,2,4,0,3,2,3,1	13349464742886867	(0, 9, 0, 14)
2,5,3,2,4,1,0,4	224364453933699573669	(0, 9, 0, 19)
0,3,2,0,0,0,0,0	413343	(0, 10, 0, 1)
0,0,2,0,2,2,0,1	141776649	(0, 10, 0, 4)
1,2,2,1,1,0,0,2	992436543	(0, 10, 0, 5)
0,2,2,0,1,2,2,2	817314167931849	(0, 10, 0, 12)
3,1,1,3,0,2,0,3	5721199175522943	(0, 10, 0, 13)
4,6,2,2,0,3,3,2	32981574728253837329343	(0, 10, 0, 21)
0,0,1,0,0,3,0,0	177147	(0, 11, 0, 0)
2,1,2,1,0,1,0,2	425329947	(0, 11, 0, 4)
1,0,1,1,0,1,4,0	145888171821	(0, 11, 0, 7)
2,1,0,3,3,2,2,2	17163597526568829	(0, 11, 0, 13)
0,1,2,1,0,0,0,0	531441	(0, 12, 0, 0)
3,1,1,0,1,0,2,0	182284263	(0, 12, 0, 3)
1,0,1,1,0,1,2,2	1275989841	(0, 12, 0, 4)
1,1,0,0,0,1,4,2	8931928887	(0, 12, 0, 5)
0,2,3,2,3,1,0,0	437664515463	(0, 12, 0, 7)
2,0,2,3,2,2,1,0	21445561257687	(0, 12, 0, 9)
2,0,2,3,2,2,1,0	11864752475625	(0, 18, 4, 2)
1,2,1,3,2,2,2,0	7355827511386641	(0, 12, 0, 12)
5,3,0,2,1,3,3,3	123629392983875275287	(0, 12, 0, 17)
3,5,4,2,5,3,4,2	586938147627863432193134512678641	(0, 12, 0, 32)
5,5,4,4,7,5,7,3	56867856293781362444935348632871721295616887	(0, 12, 0, 45)
1,2,1,1,0,0,0,1	1594323	(0, 13, 0, 0)
2,0,0,0,0,2,2,0	78121827	(0, 13, 0, 2)
2,0,0,0,0,2,2,0	21781872	(4, 4, 0, 5)
1,0,1,2,1,1,2,1	546852789	(0, 13, 0, 3)
1,0,1,2,1,1,2,1	926485875	(0, 2, 3, 7)
1,0,1,2,1,1,2,1	854296875	(0, 7, 8, 0)
2,2,0,1,1,1,1,2	3827969523	(0, 13, 0, 4)
1,0,0,1,4,2,1,1	26795786661	(0, 13, 0, 5)
1,3,1,1,1,0,1,3	1312993546389	(0, 13, 0, 7)
1,3,1,1,1,0,1,3	2498119335936	(18, 4, 0, 6)
1,2,3,1,1,4,0,2	154472377739119461	(0, 13, 0, 13)
5,4,1,5,3,3,1,2	6233517623639975255245827	(0, 13, 0, 22)
7,3,4,7,13,8,7,7	95289917796522395566649543317866261186945187286674721658678627	(0, 13, 0, 66)
1,0,1,0,1,1,1,2	4782969	(0, 14, 0, 0)
1,2,2,1,1,0,1,0	234365481	(0, 14, 0, 2)
1,0,0,2,1,1,2,1	562711519881	(0, 14, 0, 6)
2,0,3,1,2,3,1,1	27572864474169	(0, 14, 0, 8)
1,1,3,2,2,2,0,4	9457492514639967	(0, 14, 0, 11)
1,6,2,1,1,2,2,0	463417133217358383	(0, 14, 0, 13)
1,2,3,3,3,4,3,0	1112664536854877477583	(0, 14, 0, 17)
2,4,5,5,3,3,2,3	6414289634725534537647955983	(0, 14, 0, 25)
3,5,8,2,3,5,2,2	754634761235824412819744373443967	(0, 14, 0, 31)
0,2,2,2,2,0,2,1	1688134559643	(0, 15, 0, 6)
0,2,2,2,2,0,2,1	3885963411456	(19, 2, 0, 7)
4,3,5,1,4,5,5,3	323414897672496176922747588618843	(0, 15, 0, 30)
3,6,9,5,10,7,7,8	148766498647342997633369458869576998526489758376754461243	(0, 15, 0, 58)
2,2,2,0,1,2,2,1	723486239847	(0, 16, 0, 5)
4,2,0,2,1,2,1,6	29195279392693578129	(0, 16, 0, 14)
1,1,0,0,2,3,2,1	6327867987	(0, 17, 0, 2)
2,1,1,2,1,2,1,1	5211271385617941	(0, 17, 0, 9)
1,2,1,2,2,2,3,4	36478899699325587	(0, 17, 0, 10)
4,1,1,2,5,1,2,1	12512262596868676341	(0, 17, 0, 13)
2,2,2,0,0,1,0,1	2711943423	(0, 18, 0, 1)
4,1,0,1,0,3,2,0	132885227727	(0, 18, 0, 3)
1,2,0,2,3,1,1,0	6511376158623	(0, 18, 0, 5)
1,4,1,3,2,0,3,0	15633814156853823	(0, 18, 0, 9)
3,0,1,2,1,4,5,2	12875118212177867954889	(0, 18, 0, 16)
2,0,1,0,3,1,0,0	1162261467	(0, 19, 0, 0)
0,2,0,2,2,0,3,1	398655683181	(0, 19, 0, 3)
1,1,2,2,1,1,2,2	19534128475869	(0, 19, 0, 5)
2,1,0,3,0,3,1,2	957172295317581	(0, 19, 0, 7)
2,1,1,3,1,2,3,1	2871516885952743	(0, 20, 0, 7)
2,3,2,5,2,3,1,2	16553723415657258799143	(0, 20, 0, 15)
3,5,7,3,6,1,5,3	188694158142734186952338621346543616449	(0, 20, 0, 34)
5,1,2,0,0,2,0,0	73222472421	(0, 21, 0, 1)
2,1,1,0,3,2,0,1	219667417263	(0, 22, 0, 1)
2,1,4,1,2,1,3,0	527421468848463	(0, 22, 0, 5)
1,2,2,3,2,3,2,1	25843651973574687	(0, 22, 0, 7)
2,2,2,0,5,2,2,1	8864372626936117641	(0, 22, 0, 10)
6,7,3,1,2,8,5,5	11887731962992253777997333144832247836287	(0, 22, 0, 35)
7,3,4,4,10,4,8,6	164541512268283287879538382669699671268459196462687	(0, 22, 0, 47)
1,1,2,0,0,2,2,1	94143178827	(0, 23, 0, 0)
3,1,2,1,1,0,2,1	282429536481	(0, 24, 0, 0)
1,2,2,0,4,3,0,2	4746793219636167	(0, 24, 0, 5)
3,4,1,4,1,2,0,1	33227552537453169	(0, 24, 0, 6)
5,2,0,1,2,3,2,1	232592867762172183	(0, 24, 0, 7)
0,2,4,6,1,2,2,2	558455475496975411383	(0, 24, 0, 11)
2,3,1,3,2,5,1,3	27364318299351795157767	(0, 24, 0, 13)
6,3,2,1,5,4,4,5	23189227875973964627361682826949	(0, 25, 0, 23)
3,5,2,4,2,5,3,3	162324595131817752391531779788643	(0, 25, 0, 24)
3,1,1,2,1,0,3,1	2541865828329	(0, 26, 0, 0)
3,0,2,4,0,0,2,0	124551425588121	(0, 26, 0, 2)
0,0,1,1,1,3,3,3	871859979116847	(0, 26, 0, 3)
2,6,3,7,2,4,2,6	486973785395453257174595339365929	(0, 26, 0, 24)
1,0,2,2,1,3,2,2	7625597484987	(0, 27, 0, 0)
1,4,2,1,4,3,0,0	373654276764363	(0, 27, 0, 2)
1,3,1,3,1,1,2,2	897143918511235563	(0, 27, 0, 6)
1,1,2,4,2,4,5,2	5171856158577489284817963	(0, 27, 0, 14)
4,2,4,2,5,5,1,2	12417626636744551772847929163	(0, 27, 0, 18)
3,0,2,1,2,2,1,2	22876792454961	(0, 28, 0, 0)
1,2,2,1,3,2,2,1	54927178684361361	(0, 28, 0, 4)
1,2,4,7,2,3,4,1	15515568475732467854453889	(0, 28, 0, 14)
3,1,5,0,2,2,4,2	2769483276444184182981	(0, 29, 0, 9)
4,5,4,1,4,2,2,2	6649529346742486223337381	(0, 29, 0, 13)
3,2,4,1,2,1,0,1	1441237924662543	(0, 30, 0, 1)
2,2,3,5,5,1,5,4	47896559884586128266699155343	(0, 30, 0, 17)
6,4,6,4,11,11,8,6	251137867683663326461787742611118566977197448127891862917987515416249	(0, 30, 0, 64)
1,3,1,0,3,3,1,2	617673396283947	(0, 31, 0, 0)
2,4,1,0,1,4,1,2	4323713773987629	(0, 31, 0, 1)
3,2,1,1,1,1,2,3	211861974925393821	(0, 31, 0, 3)
3,1,4,2,3,3,2,5	24925349487997657646829	(0, 31, 0, 9)
7,1,4,1,2,0,2,2	1221342124911885224694621	(0, 31, 0, 11)
2,4,4,2,2,3,4,3	8549394874383196572862347	(0, 31, 0, 12)
6,2,8,5,2,8,3,1	284121446272479434725717428585675713547	(0, 31, 0, 28)
3,1,1,0,1,2,2,2	12971141321962887	(0, 32, 0, 1)
1,2,2,3,3,2,2,1	635585924776181463	(0, 32, 0, 3)
1,3,1,1,3,0,4,2	38913423965888661	(0, 33, 0, 1)
4,2,3,1,1,1,4,3	224328145391978918821461	(0, 33, 0, 9)
1,2,4,4,4,3,2,3	76944553869448769155761123	(0, 33, 0, 12)
0,0,0,1,7,2,1,3	16677181699666569	(0, 34, 0, 0)
1,4,4,2,5,3,2,2	672984436175936756464383	(0, 34, 0, 9)
2,2,2,4,4,5,2,4	79175945931662783461278195567	(0, 34, 0, 15)
5,3,4,3,4,1,3,4	554231621521639484228947368969	(0, 34, 0, 16)
4,2,2,3,3,0,4,1	5886161249352216528843	(0, 35, 0, 6)
3,2,1,4,2,2,0,4	7354637129552956929	(0, 36, 0, 2)
1,3,2,2,1,1,2,2	3151987341236981541	(0, 37, 0, 1)
2,0,4,5,1,3,2,4	52975451244169948759587	(0, 37, 0, 6)
1,2,1,1,6,2,0,2	66191734165976612361	(0, 38, 0, 2)
3,4,2,1,4,1,2,1	463342139161836286527	(0, 38, 0, 3)
4,2,3,2,2,3,2,2	1112484476127568923951327	(0, 38, 0, 7)
4,3,1,1,2,4,4,5	7787391332892982467659289	(0, 38, 0, 8)
6,3,6,2,3,3,5,3	44892761343252798222544736886489	(0, 38, 0, 16)
1,1,4,1,3,1,2,5	68111294456789934119469	(0, 39, 0, 5)
4,2,6,5,2,2,2,2	1144746525935268422745915483	(0, 39, 0, 10)
3,5,1,3,5,3,6,6	2263537919688149339178928178553661869	(0, 39, 0, 21)
5,4,6,3,4,4,1,6	47534296313451136122757491749626899249	(0, 40, 0, 22)
2,3,2,1,2,5,4,0	1787176822481368533747	(0, 41, 0, 2)
4,3,4,2,4,7,3,1	24736827678935215347116487672147	(0, 41, 0, 14)
5,4,4,5,6,0,4,3	25454195681624336592182865814639263	(0, 42, 0, 17)
2,2,1,2,1,6,2,4	2297798771761759543389	(0, 43, 0, 1)
4,3,4,1,0,4,5,1	788144978714283523382427	(0, 43, 0, 4)
1,3,3,1,2,5,5,2	337776419448978652878183	(0, 44, 0, 3)
6,2,2,6,1,1,1,3	21279914425285655131325529	(0, 46, 0, 4)
1,5,1,4,4,4,3,4	63839743275856965393976587	(0, 47, 0, 4)
3,1,3,5,2,4,6,2	574557689482712688545789283	(0, 49, 0, 4)
4,4,3,2,4,5,4,1	28153326784652921738743674867	(0, 49, 0, 6)
5,2,2,1,6,7,8,6	389678281689986968889727492756312477267	(0, 49, 0, 18)
5,3,3,0,1,1,5,4	2849337113148962924829118281	(0, 54, 0, 2)
2,3,2,3,5,3,2,5	139617518544299183316626795769	(0, 54, 0, 4)
3,0,3,3,8,1,3,5	1256557666898692649849641161921	(0, 56, 0, 4)
3,2,5,3,3,3,9,4	443498258858892874686481299176531187	(0, 57, 0, 10)
2,5,1,2,7,5,8,5	52177126656489887813989838366819717619363	(0, 57, 0, 16)
2,8,3,1,3,6,2,5	14961832139762733381759677314993347	(0, 61, 0, 6)
3,2,7,4,2,5,5,4	46187175815447557949492123871384462189	(0, 63, 0, 9)
7,5,5,4,6,2,3,1	8244274852522322475663495663363681	(0, 64, 0, 4)
2,6,6,4,7,5,4,0	138561527446342673848476371614153386567	(0, 64, 0, 9)
7,9,6,6,9,11,5,7	9369256254933637739582127337161716423474598567776967642388728549	(0, 65, 0, 39)
5,4,2,3,3,5,4,2	278128389443693511257285776231761	(0, 68, 0, 0)
10,3,4,5,4,7,2,6	26947584419292169552725533227892164772936727	(0, 68, 0, 13)
5,3,7,3,6,5,4,5	14848668965732419957624273411287519364679421	(0, 71, 0, 11)
9,3,1,4,7,6,7,8	2311189785962726948211573962612919978867628853225967	(0, 74, 0, 19)
4,8,8,8,10,3,3,2	11461614652835564253375764753366113364588445129263469	(0, 79, 0, 17)
4,6,8,5,5,5,2,3	469518146237746355369774587134411291645421323	(0, 83, 0, 6)
6,3,7,2,2,6,5,4	12319718122856318362472219487491841471745749	(0, 85, 0, 3)
6,3,3,4,6,6,8,6	142556738278765969622892825498119879887343667	(0, 89, 0, 2)
14,6,5,4,10,5,3,9	9992923111866562627741222113292917761498271362354366415826199562243	(0, 105, 0, 20)
4,7,8,11,9,7,4,9	135419316394363179698495256766581139867446459325985775715724519245161	(0, 118, 0, 14)
10,12,7,7,9,11,4,11	23985243519372176273789577623996138352676491678964571223516959442496433737923	(0, 153, 0, 4)
0,0,1,0,0,0,0,0	14	(1, 0, 0, 1)
0,0,1,0,0,0,0,0	4	(2, 0, 0, 0)
0,0,0,0,2,0,1,0	686	(1, 0, 0, 3)
0,2,1,0,1,0,0,0	33614	(1, 0, 0, 5)
0,2,1,0,1,0,0,0	14336	(11, 0, 0, 1)
2,1,0,1,0,0,1,1	235298	(1, 0, 0, 6)
0,2,2,2,2,0,1,1	3954653486	(1, 0, 0, 11)
0,1,3,2,3,0,1,1	1356446145698	(1, 0, 0, 14)
2,3,3,4,4,1,1,2	6439811511626359453675214	(1, 0, 0, 29)
2,7,2,6,4,3,3,1	757637384531329563365435251886	(1, 0, 0, 35)
0,0,0,0,1,0,0,0	6	(1, 1, 0, 0)
0,0,0,0,1,0,0,0	16	(4, 0, 0, 0)
1,0,1,0,0,0,0,0	42	(1, 1, 0, 1)
1,0,1,0,0,0,0,0	24	(3, 1, 0, 0)
1,0,1,0,0,0,0,0	14112	(5, 2, 0, 2)
1,0,1,0,0,0,0,1	294	(1, 1, 0, 2)
1,0,2,1,0,0,1,1	4941258	(1, 1, 0, 7)
4,0,2,0,1,0,0,0	242121642	(1, 1, 0, 9)
0,0,3,1,1,0,1,2	1694851494	(1, 1, 0, 10)
2,4,0,1,1,1,4,1	68393371112238858	(1, 1, 0, 19)
5,1,3,1,1,1,2,5	23458926291497928294	(1, 1, 0, 22)
5,2,7,2,6,1,3,1	46385962318244667144822566442	(1, 1, 0, 33)
5,6,6,6,7,2,3,2	1541541465126353268531668863345413727929642	(1, 1, 0, 49)
1,0,0,0,1,0,0,0	126	(1, 2, 0, 1)
1,0,0,0,1,0,0,0	162	(1, 4, 0, 0)
1,0,0,0,1,0,0,0	216	(3, 3, 0, 0)
1,0,0,0,0,0,2,0	882	(1, 2, 0, 2)
1,0,0,0,0,0,2,0	288	(5, 2, 0, 0)
0,0,1,0,1,1,0,0	6174	(1, 2, 0, 3)
0,0,1,0,1,1,0,0	1764	(2, 2, 0, 2)
1,1,1,0,0,0,1,0	43218	(1, 2, 0, 4)
1,1,1,0,0,0,1,0	23814	(1, 5, 0, 2)
1,1,1,0,0,0,1,0	12348	(2, 2, 0, 3)
1,1,1,0,0,0,1,0	13824	(9, 3, 0, 0)
1,1,1,0,0,0,1,0	18432	(11, 2, 0, 0)
2,0,0,0,1,1,1,0	2117682	(1, 2, 0, 6)
2,0,0,0,1,1,1,0	67228	(2, 0, 0, 5)
2,0,0,0,1,1,1,0	28672	(12, 0, 0, 1)
1,1,2,0,0,2,1,0	14823774	(1, 2, 0, 7)
1,1,2,0,0,2,1,0	74317824	(17, 4, 0, 1)
2,1,1,0,3,1,0,1	726364926	(1, 2, 0, 9)
0,2,1,2,0,1,2,1	35591881374	(1, 2, 0, 11)
1,1,2,0,2,0,1,2	249143169618	(1, 2, 0, 12)
2,1,2,1,2,3,1,2	4187349251769726	(1, 2, 0, 17)
3,1,6,2,2,2,0,2	492637452121456494174	(1, 2, 0, 23)
4,4,2,4,2,0,1,2	24139235153951368214526	(1, 2, 0, 25)
7,2,2,6,5,3,5,3	5615522681121762683423945792795568882	(1, 2, 0, 42)
0,0,1,1,0,0,0,0	54	(1, 3, 0, 0)
0,0,1,1,0,0,0,0	45	(0, 2, 1, 0)
0,1,0,0,0,1,1,0	378	(1, 3, 0, 1)
1,0,1,0,2,0,0,0	2646	(1, 3, 0, 2)
2,0,0,1,0,0,1,0	18522	(1, 3, 0, 3)
2,0,0,1,0,0,1,0	18225	(0, 6, 2, 0)
2,0,0,1,0,0,1,0	28125	(0, 2, 5, 0)
1,0,1,1,1,0,0,1	129654	(1, 3, 0, 4)
1,0,1,1,1,0,0,1	496125	(0, 4, 3, 2)
2,1,3,0,0,1,0,0	44471322	(1, 3, 0, 7)
2,1,1,1,0,0,0,2	311299254	(1, 3, 0, 8)
1,2,2,2,3,0,0,0	15253663446	(1, 3, 0, 10)
4,3,0,2,3,0,1,1	256368321536922	(1, 3, 0, 15)
2,3,4,0,2,2,2,1	87934334287164246	(1, 3, 0, 18)
4,3,3,2,3,2,1,2	1477912356364369482522	(1, 3, 0, 23)
5,2,4,3,0,5,2,4	24839272973415957892747254	(1, 3, 0, 28)
2,3,5,2,4,4,1,2	1217124375697381936744615446	(1, 3, 0, 30)
5,6,10,11,11,3,7,3	158146826263936641865766655576739548448248545345291583643254	(1, 3, 0, 68)
0,1,1,0,0,0,0,0	1134	(1, 4, 0, 1)
0,1,0,0,0,1,1,1	7938	(1, 4, 0, 2)
0,0,0,3,2,0,0,0	55566	(1, 4, 0, 3)
1,1,0,0,1,0,2,1	388962	(1, 4, 0, 4)
3,1,1,0,0,2,0,0	2722734	(1, 4, 0, 5)
0,3,1,0,2,0,0,1	133413966	(1, 4, 0, 7)
1,2,0,0,1,2,1,2	933897762	(1, 4, 0, 8)
1,3,2,1,1,1,1,0	6537284334	(1, 4, 0, 9)
1,3,2,1,1,1,1,0	2363484375	(0, 2, 6, 5)
6,0,1,2,2,0,2,0	2242288526562	(1, 4, 0, 12)
3,4,1,3,1,3,1,0	5383734752275362	(1, 4, 0, 16)
2,3,2,2,3,2,1,1	37686143265927534	(1, 4, 0, 17)
4,4,5,3,2,4,0,1	521624732441735115747692334	(1, 4, 0, 29)
0,0,1,0,1,0,1,0	486	(1, 5, 0, 0)
0,0,1,0,1,0,1,0	648	(3, 4, 0, 0)
0,0,1,0,1,0,1,0	864	(5, 3, 0, 0)
0,0,0,0,3,0,1,1	166698	(1, 5, 0, 3)
0,0,0,0,3,0,2,0	1166886	(1, 5, 0, 4)
0,0,2,1,0,3,0,0	57177414	(1, 5, 0, 6)
1,0,0,2,5,2,2,1	6726865579686	(1, 5, 0, 12)
0,0,1,1,0,0,1,0	1458	(1, 6, 0, 0)
0,0,1,1,0,0,1,0	5184	(6, 4, 0, 0)
1,0,2,0,0,1,0,0	71442	(1, 6, 0, 2)
1,0,2,0,0,1,0,0	2744	(3, 0, 0, 3)
1,0,2,0,0,1,0,0	41472	(9, 4, 0, 0)
3,1,1,1,0,1,0,0	171532242	(1, 6, 0, 6)
3,1,1,1,0,1,0,0	151732224	(14, 3, 0, 3)
4,1,2,0,0,0,2,3	2882942391294	(1, 6, 0, 11)
1,0,4,0,3,0,2,4	6921944681496894	(1, 6, 0, 15)
3,2,2,1,2,2,2,2	116337124261918297458	(1, 6, 0, 20)
4,4,1,5,3,1,3,2	279325435352865832196658	(1, 6, 0, 24)
0,1,2,0,0,1,0,0	4374	(1, 7, 0, 0)
2,1,1,0,1,0,0,0	214326	(1, 7, 0, 2)
